Respondent ID,Region,ETA Office,Topic,Question,Answer,Score
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,D-Excellent,4
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Measuring Our Success,D-Excellent,4
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Measuring Our Success,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Measuring Our Success,D-Excellent,4
141039430,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Measuring Our Success,D-Excellent,4
141039503,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The degree to which the training met the needs of the group was,Measuring Our Success,D-Excellent,4
141039588,Philadelphia,Office of the Regional Administrator (ORA),The degree to which the training met the needs of the group was,Measuring Our Success,D-Excellent,4
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Change Management,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Change Management,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Change Management,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Change Management,B-Average,2
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Change Management,B-Average,2
141037029,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Change Management,B-Average,2
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Connecting the Dots ,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Connecting the Dots ,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Connecting the Dots ,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Connecting the Dots ,B-Average,2
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Connecting the Dots ,B-Average,2
141036774,Philadelphia,,The degree to which the training met the needs of the group was,Connecting the Dots ,B-Average,2
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Creating a Positive Impact,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Creating a Positive Impact,B-Average,2
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,B-Average,2
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Managing Priorities & Projects for Success,B-Average,2
141034754,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Measuring Our Success,B-Average,2
141034978,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Measuring Our Success,B-Average,2
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Measuring Our Success,B-Average,2
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Measuring Our Success,B-Average,2
141036774,Philadelphia,,The degree to which the training met the needs of the group was,Change Management,C-Good,3
141037326,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Change Management,C-Good,3
141037597,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Change Management,C-Good,3
141037876,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Change Management,C-Good,3
141038023,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Change Management,C-Good,3
141038281,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Change Management,C-Good,3
141038605,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Change Management,C-Good,3
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Change Management,C-Good,3
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Change Management,C-Good,3
141037029,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Connecting the Dots ,C-Good,3
141037326,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Connecting the Dots ,C-Good,3
141037597,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Connecting the Dots ,C-Good,3
141037876,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Connecting the Dots ,C-Good,3
141038023,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Connecting the Dots ,C-Good,3
141038281,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Connecting the Dots ,C-Good,3
141038605,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The degree to which the training met the needs of the group was,Connecting the Dots ,C-Good,3
141035496,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Creating a Positive Impact,C-Good,3
141035839,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Creating a Positive Impact,C-Good,3
141036224,Philadelphia,"Office of State Systems (OSS)-WIOA, WP, etc",The degree to which the training met the needs of the group was,Creating a Positive Impact,C-Good,3
141036774,Philadelphia,,The degree to which the training met the needs of the group was,Creating a Positive Impact,C-Good,3
141037029,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Creating a Positive Impact,C-Good,3
141037326,Philadelphia,Office of State Systems- UI,The degree to which the training met the needs of the group was,Creating a Positive Impact,C-Good,3
